year,month,rainfall_mm,temp_c,oblast
2015,1,27.59,-16.28,Akmolinskaya
2015,2,13.16,-13.95,Akmolinskaya
2015,3,27.28,-7.4,Akmolinskaya
2015,4,38.4,4.18,Akmolinskaya
2015,5,69.75,14.75,Akmolinskaya
2015,6,41.7,21.2,Akmolinskaya
2015,7,41.54,20.99,Akmolinskaya
2015,8,26.97,18.08,Akmolinskaya
2015,9,12.3,11.93,Akmolinskaya
2015,10,27.28,2.37,Akmolinskaya
2015,11,30.9,-6.96,Akmolinskaya
2015,12,44.64,-8.99,Akmolinskaya
2016,1,28.52,-17.7,Akmolinskaya
2016,2,12.18,-10.04,Akmolinskaya
2016,3,32.86,-2.44,Akmolinskaya
2016,4,32.7,8.11,Akmolinskaya
2016,5,26.97,13.08,Akmolinskaya
2016,6,42.9,18.08,Akmolinskaya
2016,7,63.86,19.82,Akmolinskaya
2016,8,8.68,20.58,Akmolinskaya
2016,9,45.0,13.76,Akmolinskaya
2016,10,31.93,-0.52,Akmolinskaya
2016,11,27.6,-12.28,Akmolinskaya
2016,12,53.63,-12.78,Akmolinskaya
2017,1,17.98,-13.41,Akmolinskaya
2017,2,18.76,-14.27,Akmolinskaya
2017,3,18.91,-7.95,Akmolinskaya
2017,4,20.4,5.22,Akmolinskaya
2017,5,31.31,13.83,Akmolinskaya
2017,6,15.6,21.28,Akmolinskaya
2017,7,40.61,20.73,Akmolinskaya
2017,8,6.2,20.96,Akmolinskaya
2017,9,10.2,12.91,Akmolinskaya
2017,10,35.34,2.33,Akmolinskaya
2017,11,38.7,-3.52,Akmolinskaya
2017,12,18.29,-14.38,Akmolinskaya
2018,1,15.19,-23.14,Akmolinskaya
2018,2,8.4,-13.71,Akmolinskaya
2018,3,41.85,-8.64,Akmolinskaya
2018,4,38.1,4.29,Akmolinskaya
2018,5,51.77,9.76,Akmolinskaya
2018,6,66.6,17.39,Akmolinskaya
2018,7,37.51,21.32,Akmolinskaya
2018,8,46.5,18.07,Akmolinskaya
2018,9,18.3,10.99,Akmolinskaya
2018,10,49.6,3.98,Akmolinskaya
2018,11,33.6,-7.25,Akmolinskaya
2018,12,9.3,-18.55,Akmolinskaya
2019,1,12.71,-15.97,Akmolinskaya
2019,2,23.24,-14.86,Akmolinskaya
2019,3,23.87,-4.17,Akmolinskaya
2019,4,36.3,5.02,Akmolinskaya
2019,5,17.67,13.2,Akmolinskaya
2019,6,53.7,16.96,Akmolinskaya
2019,7,25.42,22.93,Akmolinskaya
2019,8,28.83,19.67,Akmolinskaya
2019,9,44.7,10.74,Akmolinskaya
2019,10,28.52,6.16,Akmolinskaya
2019,11,42.0,-10.36,Akmolinskaya
2019,12,33.17,-10.82,Akmolinskaya
2020,1,45.57,-11.03,Akmolinskaya
2020,2,40.31,-9.04,Akmolinskaya
2020,3,6.2,-5.86,Akmolinskaya
2020,4,63.0,8.34,Akmolinskaya
2020,5,13.95,17.17,Akmolinskaya
2020,6,42.6,18.28,Akmolinskaya
2020,7,63.55,21.51,Akmolinskaya
2020,8,17.98,19.45,Akmolinskaya
2020,9,26.7,10.84,Akmolinskaya
2020,10,22.01,3.55,Akmolinskaya
2020,11,29.7,-6.93,Akmolinskaya
2020,12,10.85,-17.37,Akmolinskaya
2021,1,13.64,-18.72,Akmolinskaya
2021,2,39.76,-13.38,Akmolinskaya
2021,3,32.24,-8.52,Akmolinskaya
2021,4,12.6,4.77,Akmolinskaya
2021,5,19.53,17.89,Akmolinskaya
2021,6,21.0,19.33,Akmolinskaya
2021,7,31.62,21.67,Akmolinskaya
2021,8,24.49,21.35,Akmolinskaya
2021,9,39.3,10.18,Akmolinskaya
2021,10,15.81,3.14,Akmolinskaya
2021,11,35.4,-6.79,Akmolinskaya
2021,12,23.87,-13.02,Akmolinskaya
2022,1,21.39,-14.88,Akmolinskaya
2022,2,18.76,-11.64,Akmolinskaya
2022,3,30.69,-8.27,Akmolinskaya
2022,4,5.4,7.61,Akmolinskaya
2022,5,11.47,15.36,Akmolinskaya
2022,6,25.5,20.76,Akmolinskaya
2022,7,44.33,22.71,Akmolinskaya
2022,8,21.08,18.53,Akmolinskaya
2022,9,12.6,14.42,Akmolinskaya
2022,10,27.59,4.23,Akmolinskaya
2022,11,49.5,-8.4,Akmolinskaya
2022,12,15.81,-17.27,Akmolinskaya
2023,1,17.05,-16.34,Akmolinskaya
2023,2,19.6,-12.89,Akmolinskaya
2023,3,24.18,-3.86,Akmolinskaya
2023,4,57.9,5.06,Akmolinskaya
2023,5,22.63,14.69,Akmolinskaya
2023,6,18.0,20.79,Akmolinskaya
2023,7,21.7,25.2,Akmolinskaya
2023,8,47.74,20.6,Akmolinskaya
2023,9,52.8,12.7,Akmolinskaya
2023,10,30.38,5.52,Akmolinskaya
2023,11,40.2,-0.25,Akmolinskaya
2023,12,52.7,-12.72,Akmolinskaya
2024,1,37.2,-16.23,Akmolinskaya
2024,2,32.48,-16.29,Akmolinskaya
2024,3,21.39,-6.28,Akmolinskaya
2024,4,39.6,8.26,Akmolinskaya
2024,5,95.17,11.14,Akmolinskaya
2024,6,54.3,20.65,Akmolinskaya
2024,7,59.21,20.85,Akmolinskaya
2024,8,66.96,18.26,Akmolinskaya
2024,9,19.5,10.45,Akmolinskaya
2024,10,44.64,3.58,Akmolinskaya
2024,11,36.6,-6.34,Akmolinskaya
2024,12,25.73,-12.01,Akmolinskaya
2015,1,30.69,-14.93,Aktyubinskaya
2015,2,22.68,-12.09,Aktyubinskaya
2015,3,16.43,-5.06,Aktyubinskaya
2015,4,20.4,6.72,Aktyubinskaya
2015,5,63.24,15.65,Aktyubinskaya
2015,6,3.0,26.04,Aktyubinskaya
2015,7,8.99,24.62,Aktyubinskaya
2015,8,4.03,21.94,Aktyubinskaya
2015,9,3.9,17.52,Aktyubinskaya
2015,10,22.32,3.67,Aktyubinskaya
2015,11,31.8,-4.05,Aktyubinskaya
2015,12,63.24,-6.98,Aktyubinskaya
2016,1,35.65,-14.65,Aktyubinskaya
2016,2,31.03,-6.56,Aktyubinskaya
2016,3,84.32,-1.13,Aktyubinskaya
2016,4,48.6,9.2,Aktyubinskaya
2016,5,70.99,15.54,Aktyubinskaya
2016,6,47.1,19.79,Aktyubinskaya
2016,7,31.0,22.92,Aktyubinskaya
2016,8,0.93,25.89,Aktyubinskaya
2016,9,30.3,15.07,Aktyubinskaya
2016,10,24.18,3.6,Aktyubinskaya
2016,11,17.4,-6.31,Aktyubinskaya
2016,12,60.76,-12.6,Aktyubinskaya
2017,1,20.77,-11.55,Aktyubinskaya
2017,2,35.28,-11.49,Aktyubinskaya
2017,3,29.45,-4.95,Aktyubinskaya
2017,4,38.4,5.76,Aktyubinskaya
2017,5,46.19,14.27,Aktyubinskaya
2017,6,15.9,20.47,Aktyubinskaya
2017,7,40.3,24.67,Aktyubinskaya
2017,8,5.58,24.95,Aktyubinskaya
2017,9,7.5,16.43,Aktyubinskaya
2017,10,57.66,4.33,Aktyubinskaya
2017,11,29.7,-0.58,Aktyubinskaya
2017,12,17.98,-11.08,Aktyubinskaya
2018,1,9.3,-16.49,Aktyubinskaya
2018,2,11.76,-11.97,Aktyubinskaya
2018,3,41.54,-6.63,Aktyubinskaya
2018,4,18.6,6.41,Aktyubinskaya
2018,5,8.99,16.3,Aktyubinskaya
2018,6,6.9,20.7,Aktyubinskaya
2018,7,9.61,27.83,Aktyubinskaya
2018,8,13.64,22.37,Aktyubinskaya
2018,9,13.5,16.13,Aktyubinskaya
2018,10,10.23,7.27,Aktyubinskaya
2018,11,12.6,-3.85,Aktyubinskaya
2018,12,17.05,-9.77,Aktyubinskaya
2019,1,12.09,-13.31,Aktyubinskaya
2019,2,17.64,-11.97,Aktyubinskaya
2019,3,18.29,-0.14,Aktyubinskaya
2019,4,21.9,8.18,Aktyubinskaya
2019,5,7.44,18.2,Aktyubinskaya
2019,6,5.4,24.01,Aktyubinskaya
2019,7,34.1,26.26,Aktyubinskaya
2019,8,17.05,20.93,Aktyubinskaya
2019,9,13.8,12.53,Aktyubinskaya
2019,10,11.47,8.04,Aktyubinskaya
2019,11,10.5,-5.01,Aktyubinskaya
2019,12,32.55,-8.1,Aktyubinskaya
2020,1,22.01,-8.5,Aktyubinskaya
2020,2,24.07,-6.83,Aktyubinskaya
2020,3,18.29,0.47,Aktyubinskaya
2020,4,50.7,7.14,Aktyubinskaya
2020,5,29.14,18.63,Aktyubinskaya
2020,6,7.8,23.2,Aktyubinskaya
2020,7,6.82,27.37,Aktyubinskaya
2020,8,25.73,21.84,Aktyubinskaya
2020,9,14.1,14.76,Aktyubinskaya
2020,10,14.26,7.46,Aktyubinskaya
2020,11,15.0,-3.34,Aktyubinskaya
2020,12,5.27,-11.79,Aktyubinskaya
2021,1,12.71,-11.3,Aktyubinskaya
2021,2,47.6,-10.45,Aktyubinskaya
2021,3,34.72,-6.49,Aktyubinskaya
2021,4,13.5,9.0,Aktyubinskaya
2021,5,8.68,21.19,Aktyubinskaya
2021,6,15.6,26.23,Aktyubinskaya
2021,7,26.97,26.49,Aktyubinskaya
2021,8,0.93,27.41,Aktyubinskaya
2021,9,13.2,14.3,Aktyubinskaya
2021,10,8.37,5.67,Aktyubinskaya
2021,11,47.1,-4.28,Aktyubinskaya
2021,12,21.7,-9.39,Aktyubinskaya
2022,1,39.68,-11.51,Aktyubinskaya
2022,2,19.32,-6.87,Aktyubinskaya
2022,3,21.39,-6.07,Aktyubinskaya
2022,4,18.6,11.73,Aktyubinskaya
2022,5,56.42,14.01,Aktyubinskaya
2022,6,7.8,22.16,Aktyubinskaya
2022,7,32.86,24.79,Aktyubinskaya
2022,8,6.82,25.09,Aktyubinskaya
2022,9,14.4,17.34,Aktyubinskaya
2022,10,19.53,6.7,Aktyubinskaya
2022,11,44.1,-2.66,Aktyubinskaya
2022,12,17.05,-10.92,Aktyubinskaya
2023,1,23.56,-14.97,Aktyubinskaya
2023,2,24.92,-10.91,Aktyubinskaya
2023,3,21.7,2.34,Aktyubinskaya
2023,4,39.6,10.38,Aktyubinskaya
2023,5,31.62,18.05,Aktyubinskaya
2023,6,15.9,23.0,Aktyubinskaya
2023,7,22.01,26.13,Aktyubinskaya
2023,8,12.09,23.73,Aktyubinskaya
2023,9,39.0,15.5,Aktyubinskaya
2023,10,60.76,6.91,Aktyubinskaya
2023,11,36.9,1.52,Aktyubinskaya
2023,12,51.15,-8.37,Aktyubinskaya
2024,1,35.34,-14.14,Aktyubinskaya
2024,2,24.94,-12.34,Aktyubinskaya
2024,3,22.63,-4.04,Aktyubinskaya
2024,4,21.0,12.36,Aktyubinskaya
2024,5,16.12,13.34,Aktyubinskaya
2024,6,101.4,23.39,Aktyubinskaya
2024,7,36.58,23.58,Aktyubinskaya
2024,8,29.14,21.67,Aktyubinskaya
2024,9,0.3,15.35,Aktyubinskaya
2024,10,42.78,6.63,Aktyubinskaya
2024,11,31.2,-2.57,Aktyubinskaya
2024,12,13.95,-7.67,Aktyubinskaya
2015,1,30.69,-7.9,Almatinskaya
2015,2,14.56,-4.18,Almatinskaya
2015,3,16.74,1.22,Almatinskaya
2015,4,16.5,12.67,Almatinskaya
2015,5,26.97,21.14,Almatinskaya
2015,6,9.9,25.45,Almatinskaya
2015,7,4.96,29.45,Almatinskaya
2015,8,8.68,25.59,Almatinskaya
2015,9,18.9,15.86,Almatinskaya
2015,10,50.22,10.58,Almatinskaya
2015,11,43.2,0.95,Almatinskaya
2015,12,28.52,-1.27,Almatinskaya
2016,1,17.98,-5.69,Almatinskaya
2016,2,10.73,-4.02,Almatinskaya
2016,3,17.67,6.45,Almatinskaya
2016,4,48.6,13.27,Almatinskaya
2016,5,60.45,17.78,Almatinskaya
2016,6,45.0,25.94,Almatinskaya
2016,7,24.18,27.34,Almatinskaya
2016,8,6.51,23.91,Almatinskaya
2016,9,5.7,21.32,Almatinskaya
2016,10,46.5,5.5,Almatinskaya
2016,11,36.0,-4.4,Almatinskaya
2016,12,28.52,-2.93,Almatinskaya
2017,1,15.81,-8.76,Almatinskaya
2017,2,24.08,-6.28,Almatinskaya
2017,3,8.37,1.33,Almatinskaya
2017,4,37.8,10.92,Almatinskaya
2017,5,39.99,20.08,Almatinskaya
2017,6,24.0,26.01,Almatinskaya
2017,7,3.1,29.2,Almatinskaya
2017,8,2.17,24.28,Almatinskaya
2017,9,12.6,18.84,Almatinskaya
2017,10,31.0,9.18,Almatinskaya
2017,11,21.3,2.36,Almatinskaya
2017,12,24.18,-6.34,Almatinskaya
2018,1,13.64,-16.49,Almatinskaya
2018,2,21.28,-7.03,Almatinskaya
2018,3,43.09,6.13,Almatinskaya
2018,4,27.6,11.05,Almatinskaya
2018,5,28.52,16.47,Almatinskaya
2018,6,30.0,25.24,Almatinskaya
2018,7,23.87,26.91,Almatinskaya
2018,8,22.01,25.89,Almatinskaya
2018,9,9.9,17.06,Almatinskaya
2018,10,15.81,9.74,Almatinskaya
2018,11,51.3,-3.02,Almatinskaya
2018,12,17.05,-9.95,Almatinskaya
2019,1,19.22,-8.59,Almatinskaya
2019,2,20.72,-7.83,Almatinskaya
2019,3,10.85,5.41,Almatinskaya
2019,4,20.7,12.74,Almatinskaya
2019,5,27.59,17.46,Almatinskaya
2019,6,31.5,24.68,Almatinskaya
2019,7,4.34,28.74,Almatinskaya
2019,8,11.78,26.98,Almatinskaya
2019,9,16.5,18.97,Almatinskaya
2019,10,11.47,10.48,Almatinskaya
2019,11,28.5,-2.28,Almatinskaya
2019,12,37.2,-4.74,Almatinskaya
2020,1,18.91,-8.09,Almatinskaya
2020,2,19.14,-0.47,Almatinskaya
2020,3,9.92,4.09,Almatinskaya
2020,4,47.7,14.76,Almatinskaya
2020,5,25.73,21.04,Almatinskaya
2020,6,5.7,24.61,Almatinskaya
2020,7,14.88,27.53,Almatinskaya
2020,8,12.09,25.9,Almatinskaya
2020,9,4.8,17.11,Almatinskaya
2020,10,4.96,8.27,Almatinskaya
2020,11,13.5,-1.11,Almatinskaya
2020,12,8.99,-10.86,Almatinskaya
2021,1,11.47,-10.84,Almatinskaya
2021,2,47.04,-2.69,Almatinskaya
2021,3,66.03,2.91,Almatinskaya
2021,4,23.4,11.08,Almatinskaya
2021,5,14.88,21.03,Almatinskaya
2021,6,14.4,24.38,Almatinskaya
2021,7,20.77,29.75,Almatinskaya
2021,8,6.51,26.34,Almatinskaya
2021,9,0.9,20.22,Almatinskaya
2021,10,22.63,7.87,Almatinskaya
2021,11,17.7,-0.26,Almatinskaya
2021,12,9.3,-1.48,Almatinskaya
2022,1,15.81,-4.09,Almatinskaya
2022,2,13.72,-3.54,Almatinskaya
2022,3,65.1,3.97,Almatinskaya
2022,4,11.7,15.82,Almatinskaya
2022,5,28.52,21.79,Almatinskaya
2022,6,11.7,27.91,Almatinskaya
2022,7,15.19,28.76,Almatinskaya
2022,8,11.16,24.53,Almatinskaya
2022,9,2.1,20.76,Almatinskaya
2022,10,17.98,10.18,Almatinskaya
2022,11,61.5,1.14,Almatinskaya
2022,12,14.26,-11.48,Almatinskaya
2023,1,22.94,-12.1,Almatinskaya
2023,2,22.68,-3.77,Almatinskaya
2023,3,32.24,5.41,Almatinskaya
2023,4,27.3,10.96,Almatinskaya
2023,5,13.64,18.26,Almatinskaya
2023,6,14.7,25.92,Almatinskaya
2023,7,13.33,29.83,Almatinskaya
2023,8,25.11,26.65,Almatinskaya
2023,9,20.7,18.49,Almatinskaya
2023,10,43.71,13.47,Almatinskaya
2023,11,15.6,5.51,Almatinskaya
2023,12,37.82,-4.36,Almatinskaya
2024,1,32.86,-4.63,Almatinskaya
2024,2,23.49,-6.97,Almatinskaya
2024,3,40.3,3.83,Almatinskaya
2024,4,19.2,12.78,Almatinskaya
2024,5,51.46,20.2,Almatinskaya
2024,6,8.4,26.91,Almatinskaya
2024,7,26.97,28.48,Almatinskaya
2024,8,15.5,28.23,Almatinskaya
2024,9,8.7,16.27,Almatinskaya
2024,10,44.02,10.98,Almatinskaya
2024,11,42.6,2.61,Almatinskaya
2024,12,23.25,-4.75,Almatinskaya
2015,1,10.54,-8.35,Atyrauskaya
2015,2,13.16,-6.9,Atyrauskaya
2015,3,17.05,0.0,Atyrauskaya
2015,4,15.3,9.52,Atyrauskaya
2015,5,84.63,18.83,Atyrauskaya
2015,6,5.4,28.15,Atyrauskaya
2015,7,20.15,27.27,Atyrauskaya
2015,8,2.48,25.46,Atyrauskaya
2015,9,10.2,20.63,Atyrauskaya
2015,10,7.75,7.34,Atyrauskaya
2015,11,28.5,1.89,Atyrauskaya
2015,12,50.22,-0.89,Atyrauskaya
2016,1,32.55,-8.43,Atyrauskaya
2016,2,11.31,-2.18,Atyrauskaya
2016,3,39.68,3.79,Atyrauskaya
2016,4,40.5,12.64,Atyrauskaya
2016,5,82.77,20.18,Atyrauskaya
2016,6,15.0,24.58,Atyrauskaya
2016,7,33.79,27.34,Atyrauskaya
2016,8,23.56,29.3,Atyrauskaya
2016,9,15.9,17.76,Atyrauskaya
2016,10,7.44,7.71,Atyrauskaya
2016,11,21.3,-0.31,Atyrauskaya
2016,12,27.9,-7.02,Atyrauskaya
2017,1,11.78,-8.54,Atyrauskaya
2017,2,22.96,-7.95,Atyrauskaya
2017,3,23.87,2.22,Atyrauskaya
2017,4,9.0,10.95,Atyrauskaya
2017,5,25.73,18.47,Atyrauskaya
2017,6,11.4,23.33,Atyrauskaya
2017,7,16.12,28.51,Atyrauskaya
2017,8,1.24,28.02,Atyrauskaya
2017,9,1.2,20.84,Atyrauskaya
2017,10,43.4,9.06,Atyrauskaya
2017,11,17.1,3.88,Atyrauskaya
2017,12,19.22,-4.49,Atyrauskaya
2018,1,11.47,-10.52,Atyrauskaya
2018,2,4.76,-6.87,Atyrauskaya
2018,3,18.29,-0.42,Atyrauskaya
2018,4,18.3,9.87,Atyrauskaya
2018,5,1.24,20.95,Atyrauskaya
2018,6,3.3,24.3,Atyrauskaya
2018,7,10.54,30.8,Atyrauskaya
2018,8,2.48,25.31,Atyrauskaya
2018,9,3.0,19.63,Atyrauskaya
2018,10,9.92,11.23,Atyrauskaya
2018,11,8.4,0.66,Atyrauskaya
2018,12,18.29,-2.93,Atyrauskaya
2019,1,5.27,-6.73,Atyrauskaya
2019,2,12.88,-5.63,Atyrauskaya
2019,3,12.71,2.72,Atyrauskaya
2019,4,43.8,11.0,Atyrauskaya
2019,5,26.35,20.63,Atyrauskaya
2019,6,22.2,27.48,Atyrauskaya
2019,7,37.2,27.01,Atyrauskaya
2019,8,18.29,23.83,Atyrauskaya
2019,9,11.7,17.0,Atyrauskaya
2019,10,21.7,11.43,Atyrauskaya
2019,11,2.4,-0.07,Atyrauskaya
2019,12,9.92,-2.21,Atyrauskaya
2020,1,21.39,-4.14,Atyrauskaya
2020,2,5.22,-1.78,Atyrauskaya
2020,3,15.5,5.2,Atyrauskaya
2020,4,13.2,9.53,Atyrauskaya
2020,5,30.38,19.54,Atyrauskaya
2020,6,14.1,27.23,Atyrauskaya
2020,7,0.93,29.93,Atyrauskaya
2020,8,13.33,24.11,Atyrauskaya
2020,9,23.4,18.3,Atyrauskaya
2020,10,1.55,10.82,Atyrauskaya
2020,11,6.6,0.71,Atyrauskaya
2020,12,5.27,-9.5,Atyrauskaya
2021,1,9.61,-6.9,Atyrauskaya
2021,2,28.56,-6.76,Atyrauskaya
2021,3,13.64,-1.53,Atyrauskaya
2021,4,14.7,12.63,Atyrauskaya
2021,5,7.75,23.11,Atyrauskaya
2021,6,12.3,27.89,Atyrauskaya
2021,7,7.13,29.36,Atyrauskaya
2021,8,0.0,29.65,Atyrauskaya
2021,9,6.3,17.81,Atyrauskaya
2021,10,6.82,9.2,Atyrauskaya
2021,11,29.1,1.94,Atyrauskaya
2021,12,18.91,-1.34,Atyrauskaya
2022,1,25.73,-5.38,Atyrauskaya
2022,2,21.84,-1.47,Atyrauskaya
2022,3,33.17,0.91,Atyrauskaya
2022,4,10.8,14.07,Atyrauskaya
2022,5,70.06,16.54,Atyrauskaya
2022,6,8.1,24.88,Atyrauskaya
2022,7,23.25,26.51,Atyrauskaya
2022,8,0.62,28.41,Atyrauskaya
2022,9,13.2,20.12,Atyrauskaya
2022,10,27.59,10.88,Atyrauskaya
2022,11,16.5,2.21,Atyrauskaya
2022,12,6.2,-6.42,Atyrauskaya
2023,1,8.06,-9.11,Atyrauskaya
2023,2,46.48,-6.27,Atyrauskaya
2023,3,9.3,5.4,Atyrauskaya
2023,4,31.5,13.51,Atyrauskaya
2023,5,17.67,20.38,Atyrauskaya
2023,6,9.0,24.82,Atyrauskaya
2023,7,17.36,27.92,Atyrauskaya
2023,8,9.3,27.52,Atyrauskaya
2023,9,25.8,18.82,Atyrauskaya
2023,10,53.63,10.75,Atyrauskaya
2023,11,27.6,6.13,Atyrauskaya
2023,12,24.49,-1.47,Atyrauskaya
